tweet_id,favorite_count,retweet_count
667937095915278337,1356,866
667915453470232577,222,59
667902449697558528,905,396
667885044254572545,868,530
667873844930215936,667,440
667861340749471744,253,86
667806454573760512,1111,535
667793409583771648,736,358
667773195014021121,243,61
667728196545200128,398,162
667550904950915073,0,37
667549055577362432,6138,2454
667544320556335104,917,568
667534815156183040,866,576
667524857454854144,1798,1198
667509364010450944,7148,2272
667495797102141441,565,294
667470559035432960,273,102
667453023279554560,327,96
667437278097252352,483,257
667405339315146752,489,234
667369227918143488,385,173
667200525029539841,658,282
667188689915760640,784,449
667177989038297088,200,58
667174963120574464,262,88
667165590075940865,2819,1241
667152164079423490,49720,18285
667119796878725120,346,135
667073648344346624,425,134
667065535570550784,175,51
667044094246576128,198,54
666996132027977728,258,102
666837028449972224,857,584
666826780179869698,266,105
666804364988780544,250,95
666781792255496192,404,211
666739327293083650,244,71
666691418707132416,196,51
666644823164719104,238,88
666447344410484738,107,23
666435652385423360,170,54
666428276349472768,171,90
666418789513326592,129,48
666407126856765440,113,44
666373753744588802,194,100
666353288456101888,229,77
666337882303524864,204,96
666287406224695296,152,71
666268910803644416,108,37
666102155909144576,81,16
666094000022159362,169,79
666073100786774016,335,174
666063827256086533,496,232
666057090499244032,304,146
666051853826850816,1253,879
666049248165822465,111,41
666033412701032449,128,47
666020888022790149,2535,532
